SEX,AGE,YEAR,CREDITS,MAJOR,STUDENT,TEXTBOOKS,SLEEP,STUDY,WEEKSTUDY,PARENTS,SUPER,BLUEARCH,WRECKINGBALL,TUITION,CROSSING,HEADPHONES,HALLWAY,EYECONTACT,BUS,WALKING,COMMUNICATION
F,19,F,15,0,In,70,7,6,42,Mo,N,Y,N,10000,Y,Y,N,S,Y,R,Mo
F,21,S,15,3,In,70,7,4.5,31.5,Mo,N,N,N,8000,Y,S,N,S,N,R,Mo
F,20,J,15,0,In,70,7,1,7,O,Y,Y,N,20000,N,N,N,S,N,R,D
F,18,F,15,0,In,62,7,3,21,M,Y,Y,N,11000,N,Y,N,S,Y,I,D
F,19,So,14,1,O,60,7,1,7,M,N,Y,Y,6000,D,Y,N,N,Y,R,D
F,19,S,13,3,In,60,7,3,21,W,N,Y,Y,20000,Y,Y,Y,N,Y,R,W
F,21,S,9,1,In,60,7,3,21,W,Y,Y,Y,10000,Y,S,Y,S,N,R,W
F,21,S,9,1,In,60,7,3,21,W,Y,Y,Y,10000,Y,S,Y,S,N,R,W
F,19,F,17,0,In,55,7,2,14,M,N,N,N,6000,N,N,Y,N,N,R,D
F,21,S,15,3,In,53,7,2,14,W,N,Y,Y,20000,N,S,Y,N,Y,R,W
F,20,J,15,1,In,50,7,3,21,M,N,Y,N,13000,Y,S,N,Y,Y,I,D
M,20,J,12,0,In,50,7,3.5,24.5,W,N,Y,Y,15000,N,Y,N,N,Y,R,W
F,23,S,10,3,In,50,7,3,21,W,N,N,N,5500,D,Y,N,S,N,R,W
F,33,S,3,2,In,50,7,1,7,O,N,N,N,6000,Y,N,N,S,N,R,D
F,33,S,3,2,In,50,7,1,7,O,N,N,N,6000,Y,N,N,S,N,R,D
M,21,J,13,0,In,45,7,2,14,Mo,N,Y,N,15000,N,S,N,N,N,L,Mo
F,21,S,18,0,In,40,7,12,84,M,N,Y,Y,12000,Y,N,N,N,Y,R,D
F,21,S,15,0,O,40,7,4,28,W,N,N,Y,24000,D,N,Y,S,Y,R,W
F,21,S,14,3,In,40,7,3,21,Mo,N,N,N,6300,Y,Y,Y,Y,Y,R,Mo
F,26,S,13,3,In,40,7,2.5,17.5,W,Y,N,N,5850,Y,S,N,S,N,R,W
M,21,S,12,0,In,36,7,3,21,M,Y,N,N,3000,N,N,Y,N,N,I,D
F,19,So,15,2,In,35,7,2,14,O,Y,Y,N,5000,Y,S,N,Y,Y,R,D
M,18,S,13,0,In,35,7,0,0,W,N,N,N,11000,D,S,N,S,N,R,W
M,21,S,15,0,In,30,7,8,56,Mo,Y,Y,Y,12000,Y,N,N,S,Y,R,Mo
M,18,S,14,0,In,16,7,1,7,O,Y,Y,N, ,N,N,Y,N,Y,M,D
F,20,S,15,3,In,12,7,2,14,M,N,N,Y,10000,N,S,N,S,Y,R,D
M,20,J,17,0,In,0,7,2,14,O,N,N,N,8000,Y,N,N,N,N,R,D
F,18,S,16,0,In,0,7,3,21,O,N,N,N,12000,Y,N,N,S,Y,R,D
F,19,So,16,0,In,0,7,2,14,M,N,N,N,6000,N,S,N,O,Y,R,D
M,19,So,15,0,In,0,7,3,21,M,N,N,N, ,D,S,Y,N,Y,I,D
F,19,So,15,1,In,0,7,2,14,W,N,N,N,5500,Y,Y,Y,N,Y,R,W
M,20,So,15,0,In,0,7,1,7,M,N,N,N,6000,.,.,.,.,.,.,D
F,20,S,13,1,In,0,7,2,14,M,N,N,N,7500,Y,N,Y,O,Y,R,D
F,21,S,13,0,O,0,7,2,14,O,N,Y,N,26000,N,S,N,N,N,R,D
F,22,S,13,2,In,0,7,2,14,W,N,Y,N,6000,Y,Y,Y,S,Y,M,W
F,22,S,13,0,In,0,7,2,14,W,Y,Y,Y,15000,Y,N,N,S,Y,R,W
M,24,S,13,1,In,0,7,0,0,M,Y,Y,N,22000,Y,S,Y,S,Y,R,D
F,21,J,12,1,In,0,7,4,28,M,Y,N,N,5000,N,N,N,S,Y,R,D
M,23,S,12,2,In,0,7,4,28,W,N,N,N,17000,N,Y,Y,Y,Y,M,W
M,21,S,12,1,In,0,7,0,0,Mo,Y,Y,N,5500,Y,S,N,S,Y,R,Mo
M,23,S,3,0,In,0,7,1,7,O,N,N,N,1500,Y,S,N,N,N,R,D
M,23,G,0,3,In,0,7,0,0,W,N,N,Y, ,Y,N,N,S,Y,R,W
F,20,J,15,1,In, ,7,2,14,M,N,Y,Y, ,Y,N,Y,Y,Y,L,D
M,22,S,15,2,I, ,7,2,14,M,Y,I,N, ,N,N,N,.,N,L,D
F,20,So,15,1,I, ,7,1,7,W,N,N,N,15000,Y,S,N,S,Y,I,W
M,20,So,14,2,In, ,7,3,21,W,Y,Y,N,12000,Y,S,N,N,N,M,W
M,20,So,14,2,In, ,7,3,21,W,Y,Y,N,12000,Y,S,N,N,N,M,W
M,20,So,14,1,In, ,7, , ,M,Y,I,W,900,Y,Y,N,N,N,R,D
M,23,S,8,1,In, ,7,5,35,M,N,N,N, ,Y,S,N,S,N,L,D
M,22,F,7,0,In, ,7,5,35,M,Y,N,W, ,Y,S,N,S,N,I,D
M,21,J,14,1,In,180,7,3.5,24.5,O,N,Y,N,10000,Y,N,Y,N,Y,R,D
F,19,S,16,0,In,600,7,5,35,O,N,Y,N,10000,D,S,N,S,Y,R,D
F,30,S,15,1,In,600,7,6,42,Mo,N,Y,N,12000,D,Y,N,N,Y,R,Mo
F,20,J,15,1,In,600,7,5,35,O,N,Y,Y,11000,Y,S,N,S,Y,R,D
M,18,F,15,0,In,600,7,3.5,24.5,M,N,N,N,10000,N,Y,Y,N,N,R,D
F,21,J,14,0,In,535,7,4,28,O,N,N,N,22000,Y,Y,N,Y,Y,I,D
F,18,F,15,1,In,500,7,4,28,W,Y,Y,N,23000,Y,S,Y,S,N,R,W
F,18,F,15,0,In,500,7,3.5,24.5,M,Y,Y,N,21000,Y,S,N,N,N,R,D
F,19,S,14,2,In,500,7,2,14,M,N,N,N,21000,Y,S,N,Y,Y,I,D
F,24,G,12,0,O,500,7,7,49,M,Y,I,Y,15000,Y,S,N,N,N,R,D
F,19,S,16,0,In,495,7,3.5,24.5,M,N,N,N,11000,Y,Y,N,S,Y,R,D
M,19,S,15,3,In,450,7,3.5,24.5,W,N,N,N,11500,Y,S,Y,N,N,M,W
F,20,J,15,1,In,450,7,1.5,10.5,W,N,Y,N,20000,N,Y,N,Y,Y,R,W
F,19,S,12,0,In,450,7,2.5,17.5,O,Y,Y,N,11520,Y,Y,N,S,Y,R,D
F,21,S,13,1,In,425,7,5,35,W,Y,Y,N,11000,Y,S,N,S,Y,R,W
F,19,S,16,0,O,400,7,1,7,W,Y,Y,N, ,D,Y,Y,S,N,R,W
F,18,F,15,9,In,400,7,1,7,W,N,N,N,150000,D,S,Y,N,Y,R,W
F,19,S,13,1,In,400,7,3,21,M,N,Y,N,20000,D,Y,Y,S,Y,R,D
F,21,S,13,0,In,400,7,2.5,17.5,O,N,I,W,6000,Y,Y,Y,S,Y,I,D
M,19,F,14,0,O,360,7,6,42,W,Y,Y,N,16000,Y,Y,Y,N,Y,R,W
F,19,F,15,9,In,350,7,1.5,10.5,W,Y,Y,N, ,N,Y,N,S,N,L,W
M,18,F,15,9,I,350,7,1,7,M,N,I,N,19000,Y,Y,N,S,Y,I,D
M,21,J,15,0,In,300,7,1,7,O,N,Y,N,6000,Y,S,N,S,Y,R,D
F,26,S,12,1,In,300,7,4,28,W,Y,N,N, ,Y,Y,N,N,Y,R,W
F,25,S,12,2,In,300,7,3,21,O,N,I,W, ,N,N,N,N,N,R,D
F,19,So,16,0,In,250,7,4,28,W,N,Y,N,6000,N,N,N,N,N,R,W
F,19,J,15,3,In,250,7,5,35,M,N,N,N,10000,Y,S,Y,N,Y,R,D
F,20,So,14,1,In,230,7,2,14,M,Y,Y,Y,20000,D,S,Y,N,Y,R,D
M,24,S,12,1,In,220,7,3,21,Mo,N,N,N,5000,D,N,Y,N,Y,R,Mo
F,22,F,13,2,I,215,7,6.5,45.5,W,N,N,N,9000,Y,S,N,N,Y,I,W
M,18,F,16,1,In,200,7,4,28,W,Y,Y,N,5000,Y,N,Y,S,N,R,W
M,20,So,15,0,In,200,7,3,21,M,N,N,N,10000,Y,N,N,Y,N,R,D
M,21,J,15,0,O,200,7,3,21,W,N,N,N,10000,Y,Y,N,Y,Y,R,W
F,18,F,13,0,In,200,7,3.5,24.5,O,Y,Y,N,16000,D,S,N,N,Y,R,D
F,20,S,13,1,In,200,7,1,7,M,N,N,N,5760,Y,Y,N,S,N,R,D
F,21,S,13,3,In,130,7,1.5,10.5,M,N,N,N,13000,Y,Y,Y,S,Y,R,D
M,19,J,16,0,In,120,7,2,14,M,N,Y,N,21000,N,Y,Y,N,N,I,D
F,19,So,15,0,In,120,7,1.5,10.5,Mo,Y,Y,N,19000,Y,Y,N,S,Y,R,Mo
F,21,S,11,1,In,120,7,3,21,O,Y,Y,Y,11000,Y,Y,N,Y,Y,R,D
F,19,S,13,0,In,115,7,3,21,W,N,Y,N,5702,D,N,Y,S,Y,R,W
F,20,S,15,0,In,108,7,3.5,24.5,M,N,N,N,12000,Y,Y,N,S,Y,R,D
F,20,S,15,0,In,108,7,3.5,24.5,M,N,N,N,12000,Y,Y,N,S,Y,R,D
F,18,F,12,0,In,100,7,3,21,O,Y,Y,N,23000,D,N,N,N,Y,L,D
F,22,S,15,0,In,75,7,3,21,M,Y,Y,Y,12000,Y,Y,N,S,N,M,D
F,21,S,12,0,O,0,7,2,14,M,Y,Y,Y,12000,Y,S,Y,S,Y,R,D
F,22,J,17,2,In,1322,6,6,42,W,N,N,N,6072,Y,N,Y,N,Y,R,W
F,20,S,15,0,In,1200,6,2,14,M,N,Y,N,22000,D,Y,N,Y,Y,R,D
F,21,J,14,0,In,1017,6,6,42,W,Y,Y,N,20000,D,S,N,O,Y,R,W
M,20,So,15,1,O,900,6,6,42,Mo,Y,Y,N,14000,Y,S,N,N,Y,R,Mo
F,19,S,15,3,In,800,6,4,28,Mo,N,N,N,5000,Y,Y,N,Y,Y,R,Mo
F,20,J,6,9,In,800,6,2,14,W,N,N,N,5000,Y,N,N,N,N,R,W
M,20,J,15,0,In,750,6,4,28,M,Y,I,N,11400,N,Y,Y,N,Y,R,D
M,21,S,15,1,In,750,6,3,21,W,Y,Y,N,11000,Y,Y,Y,N,Y,R,W
M,21,S,14,1,In,750,6,6,42,O,Y,Y,N,7000,D,Y,N,Y,Y,L,D
M,20,J,13,2,In,750,6,6,42,W,N,N,N,10000,Y,Y,N,S,Y,R,W
M,22,S,15,1,In,710,6,3,21,M,Y,Y,Y,10000,Y,Y,Y,Y,N,R,D
M,20,J,18,0,In,700,6,2,14,W,Y,I,Y,6000,N,Y,Y,N,N,R,W
F,20,J,15,0,In,700,6,3,21,W,N,Y,., ,Y,S,N,S,N,R,W
M,21,J,14,1,In,700,6,2,14,M,N,N,N,10000,Y,S,N,N,Y,I,D
M,22,S,14,1,In,650,6,1,7,O,N,I,N,6000,D,Y,Y,S,Y,R,D
M,19,S,15,0,In,625,6,4,28,W,N,N,Y,22000,Y,Y,N,N,Y,R,W
F,18,F,16,9,In,619,6,3,21,O,N,.,N,23000,Y,Y,N,S,Y,I,D
M,21,J,14,2,In,615,6,4,28,O,N,N,N, ,Y,Y,N,S,Y,R,D
F,21,J,16,0,In,600,6,8,56,W,N,Y,N,6000,Y,N,N,Y,Y,R,W
M,20,J,16,0,In,600,6,7.5,52.5,W,N,Y,Y,15000,Y,N,Y,N,Y,R,W
F,25,S,16,1,In,600,6,4,28,M,N,Y,N,4900,Y,S,N,S,N,R,D
F,19,S,16,0,In,600,6,3.5,24.5,W,Y,Y,N,20000,N,N,N,N,N,R,W
F,19,S,15,0,In,600,6,12,84,W,N,Y,N,11000,N,S,N,S,Y,R,W
M,19,S,15,0,In,600,6,6,42,W,N,N,N,10000,N,Y,Y,S,Y,R,W
F,18,S,15,9,In,600,6,4,28,M,N,Y,N,21000,Y,N,N,N,Y,R,D
F,19,S,15,0,In,600,6,3.5,24.5,W,N,Y,N,11000,D,S,Y,S,Y,R,W
F,19,S,15,1,In,600,6,3,21,W,Y,Y,N,10000,Y,Y,N,S,N,R,W
M,20,J,15,1,O,600,6,2,14,O,N,Y,N,12000,Y,S,N,N,N,I,D
M,19,S,15,1,In,600,6,1,7,M,N,Y,N,5790,Y,Y,Y,N,N,R,D
F,20,So,14,1,In,600,6,2,14,O,N,N,N,8000,D,S,N,S,Y,L,D
M,20,S,14,2,In,600,6,2,14,W,N,I,N, ,Y,Y,Y,N,Y,R,W
F,20,J,13,0,In,600,6,2,14,W,N,Y,N,15000,D,N,N,Y,Y,R,W
M,20,S,12,0,In,600,6,1,7,W,N,N,N,23000,N,Y,Y,N,Y,L,W
F,24,J,9,2,In,600,6,4,28,N,N,N,W,8000,Y,Y,N,S,Y,L,N
F,22,S,16,0,O,550,6,4,28,W,N,Y,Y,21000,N,N,Y,N,Y,R,W
F,19,J,15,0,In,550,6,5,35,O,Y,Y,N,11000,Y,S,N,S,Y,R,D
F,19,S,15,0,In,550,6,4,28,W,Y,Y,N,11000,D,Y,Y,S,Y,M,W
F,20,So,15,0,In,550,6,4,28,Mo,N,Y,N,15000,Y,S,N,Y,Y,R,Mo
M,19,So,15,1,In,550,6,1,7,Mo,N,Y,N,20000,Y,Y,N,S,Y,R,Mo
F,19,S,14,1,In,550,6,2,14,O,Y,I,N,10800,Y,N,N,Y,Y,M,D
M,20,S,16,1,In,536,6,2,14,M,N,N,N, ,N,Y,Y,N,Y,R,D
M,24,So,12,0,I,520,6, , ,W,N,N,N,0,Y,Y,N,S,N,.,W
M,24,So,12,0,I,520,6, , ,W,N,N,N, ,Y,Y,N,S,N,R,W
F,20,J,18,0,In,500,6,6,42,O,N,Y,Y,20000,Y,N,Y,N,Y,R,D
F,20,S,17,0,In,500,6,6,42,O,N,Y,N, ,D,S,Y,N,N,R,D
M,20,So,17,0,In,500,6,4,28,N,Y,N,Y,11000,Y,Y,Y,N,Y,M,N
F,19,So,16,0,In,500,6,6,42,O,N,Y,N,8000,Y,S,Y,N,Y,R,D
F,19,So,16,0,In,500,6,6,42,O,N,Y,N,8000,Y,S,Y,N,Y,R,D
F,19,S,16,2,In,500,6,5,35,O,N,Y,N,11750,Y,N,Y,S,Y,R,D
F,19,So,16,1,In,500,6,5,35,O,N,Y,N,5000,Y,N,N,S,N,R,D
F,20,J,16,1,In,500,6,5,35,M,N,Y,N,6000,Y,Y,N,N,Y,R,D
F,19,J,16,2,In,500,6,4,28,W,Y,Y,N,12000,Y,S,N,S,N,R,W
F,19,F,16,0,In,500,6,3,21,W,Y,Y,N,6000,Y,Y,N,S,N,R,W
F,19,F,16,0,In,500,6,3,21,W,Y,Y,N,6000,Y,Y,N,S,N,R,W
M,18,F,15,0,In,500,6,6,42,W,N,N,N,11000,Y,Y,N,S,Y,R,W
F,19,F,15,0,I,500,6,5,35,O,Y,I,N,10000,N,S,Y,N,Y,R,D
M,19,S,15,0,In,500,6,5,35,W,N,Y,N,19000,Y,Y,Y,N,N,R,W
M,18,S,15,9,In,500,6,4,28,W,Y,Y,N,11700,D,S,N,S,Y,R,W
F,19,J,15,2,In,500,6,4,28,W,N,Y,N,18000,N,N,Y,S,Y,R,W
M,19,S,15,0,In,500,6,4,28,W,N,N,N,11000,N,S,N,N,N,R,W
F,19,S,15,0,In,500,6,3,21,W,N,N,N,16000,Y,Y,N,N,Y,R,W
M,20,So,15,1,In,500,6,3,21,W,Y,Y,N,5000,Y,S,N,N,N,R,W
F,21,S,15,0,In,500,6,3,21,M,N,N,Y,10000,Y,Y,N,N,N,R,D
M,23,J,15,0,In,500,6,3,21,M,N,N,N,6000,Y,Y,N,S,N,R,D
F,21,J,15,2,In,500,6,2,14,W,N,N,N,11600,Y,Y,N,Y,N,I,W
F,21,J,15,2,In,500,6,2,14,W,N,N,N,11600,Y,Y,N,N,N,R,W
F,22,S,15,2,In,500,6,2,14,M,N,N,N,11000,D,S,Y,S,Y,L,D
F,19,S,14,0,In,500,6,5,35,M,N,Y,N,22000,Y,Y,Y,S,Y,R,D
F,21,J,14,0,O,500,6,5,35,O,N,Y,N,22000,Y,N,N,S,Y,M,D
M,18,F,14,0,In,500,6,4,28,W,N,N,N,20000,N,S,N,Y,Y,I,W
F,18,F,14,0,In,500,6,4,28,M,Y,I,W,21000,N,N,Y,N,Y,R,D
F,19,S,14,0,In,500,6,4,28,O,N,Y,N,11000,N,N,Y,N,Y,R,D
M,19,S,14,0,In,500,6,4,28,O,N,N,N,5260,N,S,Y,N,Y,R,D
M,19,So,14,0,In,500,6,4,28,O,N,Y,N,10000,Y,Y,Y,N,N,R,D
F,18,F,14,0,In,500,6,3,21,W,Y,Y,N,6000,Y,N,N,Y,Y,R,W
M,20,J,14,3,In,500,6,3,21,W,N,N,Y,6000,D,N,Y,N,N,R,W
M,18,F,14,0,In,500,6,2,14,W,Y,Y,N,9000,N,S,Y,Y,Y,M,W
F,19,F,14,9,In,500,6,2,14,O,N,N,W,18000,Y,N,N,Y,Y,R,D
M,19,S,14,0,In,500,6,2,14,W,N,N,N,28000,Y,Y,Y,S,N,R,W
F,19,S,13,1,O,500,6,2,14,W,N,N,N,10000,Y,Y,Y,Y,Y,R,W
M,20,F,12,1,In,500,6,3,21,M,N,N,W, ,N,Y,Y,N,Y,R,D
F,19,So,12,0,I,500,6,2,14,W,N,Y,N,6000,N,Y,N,Y,Y,L,W
M,21,S,12,1,I,500,6,2,14,O,N,N,Y,12000,D,N,N,O,Y,R,D
M,18,F,12,0,In,500,6,1,7,W,N,N,N,10000,Y,S,N,Y,Y,R,W
M,20,So,12,2,In,500,6,1,7,Mo,N,N,N,8000,Y,Y,Y,S,Y,R,Mo
F,27,S,10,2,In,500,6,3.5,24.5,M,Y,N,Y,5000,Y,N,N,O,N,R,D
F,19,S,12,0,In,488,6,3,21,M,N,I,N,12000,Y,Y,Y,N,Y,R,D
F,19,S,15,1,In,475,6,2,14,W,N,Y,N,15000,N,Y,N,Y,Y,R,W
F,18,F,12,0,In,475,6,4,28,W,N,I,N, ,N,S,N,N,N,I,W
M,33,S,15,0,In,465,6,3,21,N,Y,N,N,5270,Y,Y,N,N,Y,R,N
F,20,So,15,1,In,450,6,10,70,O,N,N,N,7000,N,N,N,N,Y,R,D
F,18,F,15,1,In,450,6,5,35,M,N,Y,N,5000,Y,N,Y,S,N,R,D
M,19,S,15,1,In,450,6,2,14,O,Y,Y,N,20000,N,Y,N,S,Y,R,D
M,18,F,15,1,O,450,6,1,7,O,N,N,N,5000,N,Y,Y,S,Y,R,D
M,19,F,14,0,O,450,6,4,28,W,N,N,N,8000,N,Y,Y,N,Y,R,W
F,26,J,13,0,In,450,6,6,42,O,Y,N,N,10000,Y,S,N,N,Y,I,D
F,21,S,13,1,In,450,6,3,21,O,Y,Y,N,19000,Y,S,N,S,Y,R,D
F,22,J,11,1,In,450,6,2,14,W,Y,Y,W,5000,Y,S,N,N,N,R,W
F,18,F,16,0,In,430,6,5,35,W,Y,Y,N,9000,Y,Y,N,Y,N,R,W
M,29,S,15,1,O,415,6,3,21,O,N,N,N,10000,Y,N,Y,N,Y,R,D
M,20,So,15,0,In,410,6,3,21,W,N,N,N,10000,Y,S,N,S,N,R,W
F,22,S,19,3,In,400,6,6,42,M,Y,Y,Y,42000,Y,N,N,Y,Y,R,D
M,20,J,18,2,O,400,6,3,21,M,Y,Y,Y,10000,Y,S,N,N,Y,R,D
F,19,S,16,0,In,400,6,3,21,O,Y,Y,N,19000,N,Y,N,S,N,R,D
F,18,F,16,0,In,400,6,2,14,O,Y,Y,N,8000,D,N,N,N,N,R,D
F,19,S,16,2,In,400,6,2,14,W,N,Y,N,21000,Y,Y,N,N,Y,R,W
F,19,S,16,1,In,400,6,2,14,O,N,N,N,12000,Y,N,N,S,Y,R,D
M,23,S,16,2,In,400,6,2,14,W,Y,Y,N,6000,Y,Y,N,N,Y,R,W
F,19,S,16,1,O,400,6,1,7,W,Y,Y,N,17000,Y,N,Y,S,Y,R,W
F,20,S,15,1,In,400,6,8,56,M,N,N,N,11000,Y,S,Y,N,Y,L,D
F,17,F,15,0,In,400,6,4,28,M,N,Y,N,21000,D,Y,N,S,Y,R,D
M,19,F,15,0,In,400,6,4,28,Mo,N,N,N,9000,D,S,N,N,N,R,Mo
M,20,J,15,2,In,400,6,4,28,W,N,Y,N,13000,N,Y,Y,N,Y,R,W
M,18,F,15,0,O,400,6,3,21,O,N,I,N,15000,D,S,Y,N,Y,R,D
F,18,F,15,0,In,400,6,3,21,W,Y,Y,N,18000,N,Y,Y,N,Y,R,W
M,18,F,15,0,In,400,6,3,21,W,Y,Y,N,6000,Y,Y,N,Y,Y,R,W
F,20,J,15,0,In,400,6,3,21,W,N,Y,Y,6000,D,S,N,N,Y,R,W
F,21,S,15,2,In,400,6,3,21,O,Y,Y,N,10000,Y,Y,Y,N,Y,R,D
M,22,S,15,1,In,400,6,3,21,W,Y,Y,N,15500,Y,N,Y,S,Y,R,W
M,21,J,15,1,In,400,6,2.5,17.5,W,N,Y,N,11000,N,Y,Y,S,Y,R,W
M,18,F,15,0,In,400,6,2,14,O,N,N,N,6000,D,N,N,N,N,R,D
M,18,F,15,0,In,400,6,2,14,W,N,N,N, ,D,N,N,N,N,R,W
F,20,So,15,3,In,400,6,2,14,M,N,Y,Y,6000,Y,Y,Y,Y,Y,I,D
M,20,S,15,2,In,400,6,2,14,W,Y,Y,N,20000,Y,Y,N,Y,Y,R,W
M,24,J,15,3,In,400,6,2,14,Mo,N,I,N,15000,Y,S,N,S,Y,R,Mo
F,21,S,15,0,In,400,6,1.5,10.5,W,N,Y,Y,10000,Y,S,N,S,N,R,W
M,18,F,15,0,In,400,6,1,7,O,N,N,N,11000,Y,Y,N,S,.,R,D
M,18,F,15,0,In,400,6,0,0,O,N,N,N,22000,N,N,N,S,N,M,D
F,18,F,15,0,In,400,6,0,0,W,N,N,N,11000,Y,S,Y,S,Y,R,W
M,19,F,14,0,In,400,6,7,49,M,N,N,N, ,Y,N,N,N,N,R,D
F,19,S,14,1,In,400,6,6,42,N,N,Y,N, ,Y,S,N,Y,Y,R,N
F,19,S,14,0,In,400,6,5,35,O,Y,Y,N,9600,Y,Y,Y,S,Y,R,D
F,19,S,14,0,In,400,6,5,35,O,Y,Y,N,10000,Y,Y,Y,S,Y,R,D
F,18,S,14,1,In,400,6,4,28,O,N,Y,N,11000,Y,N,N,N,N,R,D
F,18,F,14,9,In,400,6,4,28,O,N,I,W,12000,Y,S,N,O,N,R,D
F,19,F,14,1,O,400,6,3,21,W,N,N,N,16000,N,Y,N,S,Y,M,W
F,19,F,14,1,O,400,6,3,21,W,N,N,N,16000,N,Y,N,S,Y,M,W
F,19,S,14,3,In,400,6,3,21,W,Y,Y,N,12000,Y,Y,Y,Y,Y,R,W
F,21,J,14,2,O,400,6,3,21,M,Y,Y,N,11000,.,S,N,S,Y,I,D
M,18,S,14,0,In,400,6,2,14,O,Y,N,N,20000,Y,N,Y,N,N,M,D
F,18,F,14,0,In,400,6,2,14,Mo,Y,Y,N,10000,Y,Y,N,S,Y,R,Mo
F,18,F,14,0,In,400,6,2,14,Mo,Y,Y,N,10000,Y,Y,N,S,Y,R,Mo
F,19,S,14,1,In,400,6,2,14,W,N,N,N,10000,Y,N,Y,Y,Y,R,W
F,20,So,14,1,In,400,6,2,14,O,Y,Y,N,8000,Y,S,N,S,N,R,D
F,20,So,14,1,In,400,6,2,14,O,Y,Y,N,8000,Y,S,N,S,N,R,D
F,20,J,13,1,In,400,6,4,28,O,N,Y,N,10000,Y,Y,N,Y,N,R,D
M,19,S,13,1,In,400,6,2.5,17.5,W,Y,Y,N,20000,N,N,Y,N,Y,R,W
F,19,S,13,1,In,400,6,2,14,O,N,N,N,5500,Y,N,N,S,N,R,D
M,20,J,13,0,O,400,6,1,7,W,N,N,N,14000,N,N,N,N,Y,R,W
M,20,J,13,3,In,400,6,0,0,W,Y,Y,N,11000,Y,S,N,S,N,R,W
F,21,S,12,0,In,400,6,7,49,M,N,N,N,15000,Y,Y,Y,S,N,R,D
M,21,So,12,0,In,400,6,2,14,O,Y,Y,N,16000,Y,Y,N,N,Y,R,D
F,21,S,9,0,In,400,6,9,63,M,Y,Y,N, ,Y,S,N,Y,N,I,D
M,19,So,15,3,In,390,6,2,14,W,Y,Y,N,10500,D,Y,Y,Y,Y,R,W
F,19,S,15,0,In,380,6,4,28,O,Y,Y,N, ,Y,S,Y,N,N,R,D
M,19,So,12,1,In,375,6,2,14,W,Y,Y,N,12000,N,Y,N,Y,Y,R,W
F,18,F,15,9,In,360,6,0,0,O,Y,Y,N,18000,N,S,Y,Y,N,I,D
F,19,S,14,0,O,360,6,0,0,M,N,Y,N, ,Y,N,N,Y,N,L,D
M,19,So,16,0,In,350,6,2,14,W,N,Y,N,6500,Y,S,Y,S,Y,R,W
M,21,J,16,2,In,350,6,1,7,W,N,Y,N,10500,D,S,N,Y,Y,R,W
F,20,J,15,0,O,350,6,10,70,W,Y,N,N,20000,Y,Y,N,S,Y,R,W
F,21,So,15,3,In,350,6,10,70,O,Y,N,N,8000,D,N,N,S,N,I,D
M,18,So,15,0,In,350,6,5,35,W,Y,Y,N, ,Y,N,N,N,N,R,W
F, ,F,15,1,In,350,6,4,28,W,N,N,N,11000,Y,Y,N,S,N,R,W
M,19,So,15,1,In,350,6,4,28,W,N,N,N,9000,D,Y,Y,O,Y,R,W
F,19,F,15,1,In,350,6,4,28,W,N,N,N,16000,Y,Y,N,S,N,R,W
F,20,So,15,1,In,350,6,4,28,O,Y,Y,N,7000,Y,N,N,Y,N,R,D
F,22,S,15,3,In,350,6,3,21,M,N,N,N,11500,Y,Y,N,O,N,R,D
F,18,F,15,0,In,350,6,2,14,M,Y,Y,N,23000,N,N,N,S,N,R,D
M,19,S,15,1,In,350,6,2,14,W,N,Y,N,11000,Y,Y,N,Y,Y,R,W
M,20,J,15,1,In,350,6,2,14,W,Y,I,N,5000,D,Y,Y,N,Y,L,W
M,19,So,15,1,In,350,6,1,7,Mo,N,Y,N,5000,N,Y,Y,O,N,I,Mo
M,19,S,15,2,In,350,6,1,7,W,N,N,Y,12500,Y,Y,N,Y,Y,R,W
F,19,S,14,0,In,350,6,5,35,O,Y,Y,N,11000,Y,Y,Y,S,Y,R,D
F,18,F,14,0,In,350,6,3,21,M,N,Y,N,11000,D,S,N,N,Y,R,D
M,19,J,14,1,In,350,6,3,21,M,N,N,N,16000,N,Y,Y,S,N,R,D
F,20,J,14,0,In,350,6,3,21,O,N,N,W,12500,N,Y,N,N,Y,R,D
M,18,F,14,0,In,350,6,2,14,W,Y,Y,N,7000,D,S,N,S,Y,R,W
M,19,S,14,1,In,350,6,2,14,O,Y,Y,N,15000,Y,N,N,S,N,R,D
M,19,S,14,1,In,350,6,2,14,O,Y,Y,N,15000,Y,N,N,S,N,R,D
M,21,S,14,1,In,350,6,2,14,M,N,N,N,12000,N,Y,N,S,Y,M,D
F,19,So,13,3,In,350,6,2,14,O,N,N,N,6000,Y,Y,N,S,Y,R,D
M,21,J,13,2,In,350,6,2,14,O,N,N,N,20000,Y,N,N,Y,Y,R,D
M,22,S,12,3,In,350,6,4,28,Mo,N,I,N,5500,N,Y,N,S,Y,R,Mo
F,21,J,12,9,In,350,6,0,0,W,Y,Y,N,6000,Y,S,Y,N,N,R,W
M,19,J,6,1,In,350,6,2,14,Mo,N,N,N,8000,Y,N,N,Y,N,R,Mo
M,22,J,15,1,In,340,6,3,21,M,N,Y,N,6000,Y,Y,N,Y,Y,R,D
M,18,F,15,0,O,340,6,2,14,O,N,Y,N,10000,Y,N,Y,N,N,R,D
F,18,F,15,0,In,320,6,3,21,O,N,Y,N,20000,D,Y,Y,N,N,R,D
